web-scraper-order,web-scraper-start-url,sport,sport-href,competition
"1680539793-1","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/125","Apr 13 2023
							 3:45 PM
				

				
	


				
					vs. 
					
						School at Columbia University, The
					
				

				
					Subscribe to Alerts


				
					Richard A. Friedman '75 Gymnasium
				










				
						CHANGED: This match has been added to the schedule."
"1680539793-2","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/125","Apr 25 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						UNIS
					
				

				
					Subscribe to Alerts


				
					UNIS"
"1680539793-3","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/125","Apr 27 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Calhoun
					
				

				
					Subscribe to Alerts


				
					Calhoun"
"1680539793-4","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/125","May 4 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Calhoun
					
				

				
					Subscribe to Alerts


				
					Richard A. Friedman '75 Gymnasium"
"1680539793-5","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/125","May 9 2023
							 3:45 PM
				

				
	


				
					vs. 
					
						School at Columbia University, The
					
				

				
					Subscribe to Alerts


				
					
				










				
						CHANGED: This match has been added to the schedule."
"1680539793-6","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/125","May 11 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						UNIS
					
				

				
					Subscribe to Alerts


				
					Richard A. Friedman '75 Gymnasium"
"1680539797-7","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","Mar 16 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Math, Science & Engineering HS
					
				



				
					Richard A. Friedman '75 Gymnasium"
"1680539797-8","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","Apr 12 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Trevor Day
					
				

				
					Subscribe to Alerts


				
					Richard A. Friedman '75 Gymnasium"
"1680539797-9","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","Apr 14 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Riverdale
					
				

				
					Subscribe to Alerts


				
					Richard A. Friedman '75 Gymnasium"
"1680539797-10","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","Apr 17 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						UNIS
					
				

				
					Subscribe to Alerts


				
					UNIS"
"1680539797-11","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","Apr 19 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Calhoun
					
				

				
					Subscribe to Alerts


				
					Richard A. Friedman '75 Gymnasium"
"1680539797-12","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","Apr 24 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Masters
					
				

				
					Subscribe to Alerts


				
					Masters School"
"1680539797-13","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","Apr 26 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Trevor Day
					
				

				
					Subscribe to Alerts


				
					Trevor Day"
"1680539797-14","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","Apr 28 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Lycee Francais De New York
					
				

				
					Subscribe to Alerts


				
					Lycee Francais de New York"
"1680539797-15","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","May 1 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Masters
					
				

				
					Subscribe to Alerts


				
					Richard A. Friedman '75 Gymnasium"
"1680539797-16","https://www.horacemann.org/athletics/teams-programs","Volleyball - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/104","May 3 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						UNIS
					
				

				
					Subscribe to Alerts


				
					Richard A. Friedman '75 Gymnasium"
"1680539804-17","https://www.horacemann.org/athletics/teams-programs","Ultimate -  JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/128","Mar 13 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Abraham Joshua Heschel
					
				



				
					Van Cortlandt Park Flats
				










				
						CANCELLED"
"1680539807-18","https://www.horacemann.org/athletics/teams-programs","Ultimate -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/69","Mar 13 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Avenues
					
				



				
					Van Cortlandt Park Flats
				










				
						CANCELLED"
"1680539807-19","https://www.horacemann.org/athletics/teams-programs","Ultimate -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/69","Mar 15 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Regis HS
					
				



				
					Van Cortlandt Park Flats"
"1680539807-20","https://www.horacemann.org/athletics/teams-programs","Ultimate -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/69","Mar 17 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Fordham Prep
					
				



				
					Van Cortlandt Park Flats"
"1680539810-21","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","Apr 11 2023
							 3:15 PM
				

				
	


				
					vs. 
					
						UNIS
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539810-22","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","Apr 13 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Poly Prep Country Day School
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539810-23","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","Apr 18 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						UNIS
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539810-24","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","Apr 25 2023
							 3:30 PM
				

				
	


				
					vs. 
					
						Trinity
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539810-25","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","Apr 27 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Avenues
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539810-26","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","May 4 2023
							 3:45 PM
				

				
	


				
					vs. 
					
						Hackley
					
				

				
					Subscribe to Alerts


				
					Hackley"
"1680539810-27","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","May 9 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Poly Prep Country Day School
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539810-28","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","May 11 2023
							 3:00 PM
				

				
	


				
					vs. 
					
						Trinity
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539810-29","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/43","May 18 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Avenues
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539813-30","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","Apr 4 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Fieldston
					
				

				
					Subscribe to Alerts


				
					Inwood Hill Park Tennis Courts"
"1680539813-31","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","Apr 12 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Hackley
					
				

				
					Subscribe to Alerts


				
					Hackley"
"1680539813-32","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","Apr 14 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Trinity
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539813-33","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","Apr 17 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Horace Greeley
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539813-34","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","Apr 19 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Riverdale
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539813-35","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","Apr 24 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Columbia Prep
					
				

				
					Subscribe to Alerts


				
					Paul Hecht Tennis Crt VCP"
"1680539813-36","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","Apr 28 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Trinity
					
				

				
					Subscribe to Alerts


				
					Cary Leeds Center"
"1680539813-37","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","May 1 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Fieldston
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539813-38","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","May 3 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Collegiate
					
				

				
					Subscribe to Alerts


				
					Paul Hecht Tennis Crt VCP"
"1680539813-39","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/45","May 5 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Poly Prep Country Day School
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539817-40","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 4 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Fieldston
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539817-41","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 12 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Hackley
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539817-42","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 14 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Trinity
					
				

				
					Subscribe to Alerts


				
					Cary Leeds Center"
"1680539817-43","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 17 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Poly Prep Country Day School
					
				

				
					Subscribe to Alerts


				
					Poly Prep"
"1680539817-44","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 19 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Riverdale
					
				

				
					Subscribe to Alerts


				
					Riverdale (Lower School Campus)"
"1680539817-45","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 24 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Dalton
					
				

				
					Subscribe to Alerts


				
					Andrew Feinberg Tennis Center"
"1680539817-46","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 27 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Scarsdale
					
				

				
					Subscribe to Alerts


				
					Scarsdale"
"1680539817-47","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 29 2023
							TBD
				

				
	


				
					
					
						San Marco Tournament
					
				

				
					Subscribe to Alerts


				
					Half Hollows East HS"
"1680539817-48","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","Apr 30 2023
							TBD
				

				
	


				
					
					
						San Marco Tournament
					
				

				
					Subscribe to Alerts


				
					Half Hollows East HS"
"1680539817-49","https://www.horacemann.org/athletics/teams-programs","Tennis - Boys Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/44","May 1 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Horace Greeley
					
				

				
					Subscribe to Alerts


				
					Horace Greeley"
"1680539821-50","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","Apr 11 2023
							 3:45 PM
				

				
	


				
					vs. 
					
						Hackley
					
				

				
					Subscribe to Alerts


				
					Hackley"
"1680539821-51","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","Apr 13 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Poly Prep Country Day School
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - TBA"
"1680539821-52","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","Apr 20 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						8th, Fieldston
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - TBA"
"1680539821-53","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","Apr 25 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Riverdale
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - Parade Grounds #2"
"1680539821-54","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","May 2 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Rye Country Day School
					
				

				
					Subscribe to Alerts


				
					Rye Country Day School
				










				
						CHANGED: This game has been added to the schedule."
"1680539821-55","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","May 4 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Riverdale
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - TBA"
"1680539821-56","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","May 11 2023
							 3:00 PM
				

				
	


				
					vs. 
					
						Trinity
					
				

				
					Subscribe to Alerts


				
					Alumni Field"
"1680539821-57","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","May 16 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						7th, Fieldston
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - TBA"
"1680539821-58","https://www.horacemann.org/athletics/teams-programs","Softball -  MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/32","May 18 2023
							 3:45 PM
				

				
	


				
					vs. 
					
						Dalton
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - Parade Grounds #1"
"1680539825-59","https://www.horacemann.org/athletics/teams-programs","Softball -  JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/31","Apr 4 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Fieldston
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - Parade Grounds #1"
"1680539825-60","https://www.horacemann.org/athletics/teams-programs","Softball -  JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/31","Apr 19 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Riverdale
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - Parade Grounds #1"
"1680539825-61","https://www.horacemann.org/athletics/teams-programs","Softball -  JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/31","May 1 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Fieldston
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - Parade Grounds #1"
"1680539825-62","https://www.horacemann.org/athletics/teams-programs","Softball -  JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/31","May 5 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Poly Prep Country Day School
					
				

				
					Subscribe to Alerts


				
					Poly Prep"
"1680539825-63","https://www.horacemann.org/athletics/teams-programs","Softball -  JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/31","May 8 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Riverdale
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - TBA"
"1680539825-64","https://www.horacemann.org/athletics/teams-programs","Softball -  JV","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/31","May 15 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Poly Prep Country Day School
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - Parade Grounds #1"
"1680539828-65","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 4 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Fieldston
					
				

				
					Subscribe to Alerts


				
					Fieldston - Turf Field"
"1680539828-66","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 12 2023
							 4:15 PM
				

				
	


				
					vs. 
					
						Hackley
					
				

				
					Subscribe to Alerts


				
					Hackley"
"1680539828-67","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 13 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Loyola
					
				

				
					Subscribe to Alerts


				
					Alumni Field"
"1680539828-68","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 14 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Trinity
					
				

				
					Subscribe to Alerts


				
					Alumni Field"
"1680539828-69","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 19 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Riverdale
					
				

				
					Subscribe to Alerts


				
					Van Cortlandt Park - Parade Grounds #2"
"1680539828-70","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 20 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Spence
					
				

				
					Subscribe to Alerts


				
					Alumni Field"
"1680539828-71","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 24 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Dalton
					
				

				
					Subscribe to Alerts


				
					Randalls Is - TBA"
"1680539828-72","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 26 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Hackley
					
				

				
					Subscribe to Alerts


				
					Alumni Field"
"1680539828-73","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","Apr 28 2023
							 4:00 PM
				

				
	


				
					vs. 
					
						Trinity
					
				

				
					Subscribe to Alerts


				
					Randalls Is - TBA"
"1680539828-74","https://www.horacemann.org/athletics/teams-programs","Softball -  Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/33","May 3 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Fieldston
					
				

				
					Subscribe to Alerts


				
					Alumni Field"
"1680539836-75","https://www.horacemann.org/athletics/teams-programs","Rugby - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/121","Apr 26 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Harvey School
					
				

				
					Subscribe to Alerts


				
					Harvey School"
"1680539836-76","https://www.horacemann.org/athletics/teams-programs","Rugby - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/121","May 16 2023
							 4:30 PM
				

				
	


				
					vs. 
					
						Harvey School
					
				

				
					Subscribe to Alerts


				
					Four Acres"
"1680539840-77","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/116","Apr 17 2023
							 3:00 PM
				

				
	


				
					
					
						MPMST&FA Meet
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium"
"1680539840-78","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/116","Apr 26 2023
							 3:00 PM
				

				
	


				
					
					
						MPMST&FA Meet
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium"
"1680539840-79","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/116","May 1 2023
							 3:00 PM
				

				
	


				
					
					
						MPMST&FA Meet
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium"
"1680539840-80","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/116","May 8 2023
							 3:00 PM
				

				
	


				
					
					
						MPMST&FA Meet - Qualifier 1
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium"
"1680539840-81","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/116","May 15 2023
							 3:00 PM
				

				
	


				
					
					
						MPMST&FA Meet - Qualifier 2
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium
				










				
						CANCELLED"
"1680539840-82","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls MD","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/116","May 22 2023
							 3:00 PM
				

				
	


				
					
					
						Gotham Games
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium"
"1680539843-83","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/30","Apr 11 2023
							 4:30 PM
				

				
	


				
					
					
						Ivy Developmental Meet I
					
				

				
					Subscribe to Alerts


				
					Poly Prep"
"1680539843-84","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/30","Apr 18 2023
							 4:30 PM
				

				
	


				
					
					
						Ivy Developmental Meet II
					
				

				
					Subscribe to Alerts


				
					Hackley"
"1680539843-85","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/30","Apr 25 2023
							 4:30 PM
				

				
	


				
					
					
						Ivy Developmental Meet III
					
				

				
					Subscribe to Alerts


				
					Poly Prep"
"1680539843-86","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/30","May 3 2023
							 4:00 PM
				

				
	


				
					
					
						Ivy Developmental Meet IV
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium"
"1680539843-87","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/30","May 9 2023
							 4:30 PM
				

				
	


				
					
					
						Ivy Developmental Meet V
					
				

				
					Subscribe to Alerts


				
					Poly Prep"
"1680539843-88","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/30","May 17 2023
							 4:00 PM
				

				
	


				
					
					
						Ivy Championship
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium"
"1680539843-89","https://www.horacemann.org/athletics/teams-programs","Outdoor Track - Girls Varsity","https://www.horacemann.org/athletics/teams-programs/spring-team-directory/~athletics-team-id/30","May 24 2023
							 2:00 PM
				

				
	


				
					
					
						NYSAIS Championship
					
				

				
					Subscribe to Alerts


				
					Icahn Stadium"
